genre_title,title,author,rating,views,status,categories,published_date_in_days,updated_time_in_days,latest_chapter_number
Đam Mỹ,Sau Khi Trọng Sinh Bạch Nguyệt Quang Tự Tay Xé Kịch Bản Thế Thân,Niệm Tứ,7.9,1000,Đang ra,"Đô Thị, Trọng Sinh, Đam Mỹ, Truyện Sủng",30,30,5
Light Novel,Tôi Không Muốn Trở Thành Một Ojakgyo FULL,(>..,7.1,2076,Full,"Trọng Sinh, Light Novel",365,365,10
Đam Mỹ,Có Thương Cậu Không,Alata,7.7,1874,Đang ra,"Đam Mỹ, Truyện Sủng",210,30,27
Đam Mỹ,Đại Vương Vạn Vạn Không Thể!,Nhĩ Đích Vinh Quang,7.8,1000,Đang ra,"Cổ Đại, Hài Hước, Điền Văn, Quan Trường, Đam Mỹ, Truyện Khác, Xuyên Không, Truyện Sủng, Truyện Cung Đấu, Truyện Gia Đấu",30,30,5
Đam Mỹ,Hôm Nào Cũng Muốn Trộm Nhóc Con Omega,Yểu Yểu Nhất Ngôn,7.0,2027,Đang ra,"Đô Thị, Đam Mỹ",730,30,35
Light Novel,Ánh Sáng Cuối Con Đường - The Begining After The End,TurtleMe,7.6,4117,Đang ra,"Dị Năng, Đô Thị, Trọng Sinh, Dị Giới, Xuyên Không, Phương Tây, Light Novel, Thám Hiểm",365,365,15
Đam Mỹ,Đế Vương Phản Diện Sinh Tồn Công Lược,Vinh Hoa Phú Quý,7.5,1000,Đang ra,"Cổ Đại, Đam Mỹ",30,30,109
Light Novel,Mạt Thế Nữ Xứng Ngọt Sủng Hằng Ngày Xuyên Thư ,Dữu Trà Thất,7.1,165419,Full,"Dị Năng, Truyện Nữ Cường, Đô Thị, Trọng Sinh, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Gia Đấu, Mạt Thế, Light Novel",365,365,183
Light Novel,Mang Nhãi Con Chạy Nạn Ta Dùng Không Gian Truân Vật Tư ,Khiên Cơ,8.3,250108,Full,"Truyện Nữ Cường, Cổ Đại, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Cung Đấu, Truyện Gia Đấu, Light Novel, Huyền huyễn",365,365,240
Light Novel,The Firebird - Chim Lửa,Scarlet,7.7,1710,Đang ra,"Dị Năng, Truyện Khác, Light Novel, Thám Hiểm",365,365,6
Light Novel,Xuyên Qua 70 Đương Ác Phụ ,Hoắc Nhã Quân,8.0,68172,Full,"Truyện Nữ Cường, Đô Thị, Ngôn Tình, Truyện Khác, Xuyên Không, Light Novel",365,365,501
Light Novel,Twilight Of The East Hoàng Hôn Của Phía Đông,Levi Condornal,7.7,3031,Đang ra,"Light Novel, Thám Hiểm",730,365,15
Đam Mỹ,Yêu Thầm Thất Bại,Tùng Tử Trà,7.8,5760,Đang ra,Đam Mỹ,730,30,55
Light Novel,Gia Đình Cực Phẩm,Chilll,7.8,7962,Đang ra,"Đô Thị, Truyện Teen, Ngôn Tình, Đam Mỹ, Truyện Khác, Tiên Hiệp, Kiếm Hiệp, Bách Hợp, Light Novel, Huyền huyễn",365,365,56
Light Novel,Xuyên Nhanh Điên Phê Ký Chủ Bị Cố Chấp Nam Thần Sủng Hư ,Công Tử Thạc,7.4,35756,Full,"Truyện Nữ Cường, Cổ Đại, Đô Thị, Ngôn Tình, Quan Trường, Truyện Khác, Xuyên Không, Truyện Cung Đấu, Truyện Gia Đấu, Light Novel, Huyền huyễn",365,365,501
Light Novel,Overlord, Maruyama Kugane,7.5,31771,Đang ra,"Dị Giới, Xuyên Không, Light Novel, Võng Du, Huyền huyễn",1460,365,74
Light Novel,Thần Chỉ Hồi Quy,Black Ajin,7.8,1564,Đang ra,"Trọng Sinh, Truyện Khác, Light Novel",365,365,7
Light Novel,Stop Friendly Fire!,"ToyCar (토이카), Dịch giả: Nhất Niệm",7.5,1861,Đang ra,"Dị Năng, Hài Hước, Dị Giới, Xuyên Không, Light Novel, Huyền huyễn",365,365,8
Light Novel,Lina Tu Luyện Mọc Ra Cánh,Turtlekiss,7.0,1461,Đang ra,"Truyện Khác, Light Novel",365,365,5
Light Novel,Arya Bàn Bên Thỉnh Thoảng Lại Trêu Ghẹo Tôi Bằng Tiếng Nga 4,SunSunSun,7.9,2219,Đang ra,"Hài Hước, Ngôn Tình, Light Novel",365,365,9
Light Novel,Trọng Sinh 60 Hảo Sinh Hoạt ,Ngưu Nãi Hoa Quyển,8.4,77038,Full,"Truyện Nữ Cường, Đô Thị, Trọng Sinh, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Gia Đấu, Light Novel",365,365,271
Light Novel,Biến Kỹ Nữ Thành Lương Nữ H,Thiên Phàm Quá Tẫn,7.2,2143,Đang ra,"Truyện Nữ Cường, Hài Hước, Đoản Văn, Đô Thị, Truyện Teen, Ngôn Tình, Truyện Khác, Truyện Sủng, Light Novel",365,365,5
Light Novel,Sau Ly Hôn Tạ Thiếu Vả Mặt Hằng Ngày,Lựu Cảnh,7.8,145543,Full,"Đô Thị, Truyện Teen, Ngôn Tình, Truyện Khác, Truyện Sủng, Light Novel",1095,240,100
Light Novel,Cuộc Đời Học Sinh,Samson,7.1,2608,Đang ra,"Truyện Nữ Cường, Truyện Ngược, Đô Thị, Linh Dị, Truyện Teen, Ngôn Tình, Dị Giới, Đam Mỹ, Nữ Phụ, Việt Nam, Truyện Khác, Khoa Huyễn, Xuyên Không, Bách Hợp, Truyện Cung Đấu, Phương Tây, Light Novel, Đông Phương, Huyền huyễn",180,180,51
Light Novel,Cu Dũng,chill,7.6,8335,Đang ra,"Hài Hước, Đoản Văn, Truyện Teen, Ngôn Tình, Nữ Phụ, Việt Nam, Truyện Khác, Kiếm Hiệp, Phương Tây, Light Novel",300,300,50
Đam Mỹ,Bye Bye,Tây Tây Đặc,7.6,3897,Đang ra,"Đô Thị, Đam Mỹ, Xuyên Không, Huyền huyễn",730,30,36
Light Novel,Người Bảo Vệ,Samson,7.8,10041,Đang ra,"Truyện Nữ Cường, Truyện Ngược, Cổ Đại, Hài Hước, Điền Văn, Đô Thị, Truyện Teen, Ngôn Tình, Nữ Phụ, Việt Nam, Truyện Khác, Tiên Hiệp, Xuyên Không, Kiếm Hiệp, Bách Hợp, Truyện Sủng, Truyện Cung Đấu, Mạt Thế, Phương Tây, Light Novel, Huyền huyễn",365,365,50
Đam Mỹ,Hiệp Nghị Bắt Buộc Cưỡng Chế Thỏa Thuận,An Nhật Thiên,7.1,2559,Đang ra,Đam Mỹ,1095,30,80
Đam Mỹ,Trúc Mã Và Kẻ Từ Trên Trời Rơi Xuống He,Lật Diên,7.9,13481,Đang ra,Đam Mỹ,730,30,92
Light Novel,Vòng Lặp Thứ 7,AmeKawa Touko,7.3,1180,Đang ra,"Truyện Khác, Light Novel",150,150,5
Đam Mỹ,Bán Thân,Kohanemine,8.3,2869,Đang ra,"Truyện Teen, Đam Mỹ",210,30,51
Đam Mỹ,Lời Nói Dối Của Đôi Mắt,Cỏ Ngáo,7.8,14905,Đang ra,Đam Mỹ,365,30,116
Đam Mỹ,Ảnh Đế Ngày Hôm Nay Cũng Thẻ Đen,Tây Tây Đặc,7.9,11375,Full,"Đam Mỹ, Truyện Khác",1095,30,70
Đam Mỹ,Tôi Là Bình Hoa Trong Thế Giới Vô Hạn,Chiếc Thuyền Ngọt Ngào,7.1,4954,Đang ra,"Linh Dị, Đam Mỹ, Truyện Khác, Huyền huyễn",730,30,84
Đam Mỹ,Khu Vực Tình Yêu Tối Thượng,Hwacha 화차,8.2,2515,Đang ra,"Đô Thị, Đam Mỹ, Huyền huyễn",180,30,51
Đam Mỹ,Quá Giang,Mạch Tâm,8.5,1000,Đang ra,"Truyện Sắc, Đô Thị, Đam Mỹ, Truyện Sủng",30,30,12
Đam Mỹ,Đồng Đội Biết Làm Nũng Quá Làm Sao Đây,Tiểu A Phân,7.8,2253,Đang ra,"Đô Thị, Đam Mỹ, Võng Du",365,30,13
Light Novel,The Authors Pov - Góc Nhìn Của Tác Giả,Entrail_JI,7.1,6938,Đang ra,"Đô Thị, Dị Giới, Truyện Khác, Xuyên Không, Phương Tây, Light Novel, Thám Hiểm, Huyền huyễn",365,365,43
Light Novel,Hệ Thống Ma Cà Rồng Của Tôi,JKSManga,7.1,8714,Đang ra,"Dị Năng, Đô Thị, Truyện Teen, Dị Giới, Tiên Hiệp, Xuyên Không, Mạt Thế, Light Novel, Thám Hiểm, Huyền huyễn",365,365,112
Đam Mỹ,Rời Xa Giáo Thảo Cố Chấp,Sở Chấp,7.0,2431,Đang ra,"Đô Thị, Trọng Sinh, Đam Mỹ",730,30,41
Đam Mỹ,Yêu Đương Không Bằng Hứa Nguyện,Hồ Dương,7.1,1000,Đang ra,"Đô Thị, Đam Mỹ, Truyện Khác, Xuyên Không, Phương Tây",30,30,50
Light Novel,Tái Sinh Với Hệ Thống Mạnh Nhất,Elyon,7.4,2284,Đang ra,"Dị Năng, Đô Thị, Trọng Sinh, Truyện Teen, Dị Giới, Truyện Khác, Khoa Huyễn, Tiên Hiệp, Xuyên Không, Kiếm Hiệp, Mạt Thế, Light Novel, Huyền huyễn",365,365,5
Light Novel,Legend Of The Mystery Hero,Cảnh Sơn,8.2,6811,Full,"Truyện Khác, Light Novel",730,365,59
Light Novel,Dì Lan,SonSam,7.2,27645,Đang ra,"Truyện Nữ Cường, Cổ Đại, Đoản Văn, Đô Thị, Truyện Teen, Ngôn Tình, Đam Mỹ, Nữ Phụ, Việt Nam, Truyện Khác, Tiên Hiệp, Bách Hợp, Truyện Gia Đấu, Mạt Thế, Phương Tây, Light Novel, Đông Phương, Huyền huyễn",365,365,51
Light Novel,Bảy Thói Nghiện,cherryberry,8.5,5733,Full,"Truyện Khác, Light Novel, Đông Phương",730,365,49
Light Novel,Phương Pháp Bảo Vệ Anh Trai Của Nữ Chính,Kin,7.8,2416,Đang ra,"Dị Năng, Truyện Nữ Cường, Cổ Đại, Trọng Sinh, Ngôn Tình, Nữ Phụ, Truyện Khác, Truyện Sủng, Phương Tây, Light Novel, Huyền huyễn",365,365,7
Light Novel,Isekai Toriwake,Jr rn,7.8,8941,Đang ra,"Truyện Khác, Xuyên Không, Light Novel",730,365,100
Light Novel,Hitobito Level 1 Ga Mottomo Tsuyoi,hajime wataru,7.6,3740,Đang ra,"Truyện Khác, Xuyên Không, Light Novel",730,365,20
Light Novel,Trở Thành Vợ Của Thái Tử Quái Dị,꿈결나무,7.7,7912,Đang ra,"Trọng Sinh, Ngôn Tình, Light Novel",365,365,35
Đam Mỹ,Mạt Thế Có Bé Hamster Giàu Chảy Mỡ,Họa Hề,7.0,2078,Đang ra,"Dị Năng, Đam Mỹ, Mạt Thế",730,30,59
Đam Mỹ,Anh Có Thành Kiến Với Hệ Thống Tai Mèo À,Vũ Manh,7.6,8297,Đang ra,"Hài Hước, Đô Thị, Đam Mỹ, Khoa Huyễn, Xuyên Không, Huyền huyễn",365,30,141
Đam Mỹ,Trừ Tôi Ra Tất Cả Đều Không Phải Con Người,Trĩ Sở,7.3,5176,Đang ra,"Linh Dị, Trọng Sinh, Đam Mỹ, Huyền huyễn",365,30,71
Đam Mỹ,Lại Đây Chồng Hôn Một Cái,Biên Hoài,7.9,8423,Đang ra,"Đô Thị, Đam Mỹ",365,30,74
Đam Mỹ,Ta Thấy Mỹ Nhân Như Danh Tướng,Vũ Sấu Lâm Phong,7.3,2769,Đang ra,"Cổ Đại, Trọng Sinh, Đam Mỹ",330,30,42
Đam Mỹ,Abo Thức Thời,Tiên Tùng Lam,7.4,3318,Đang ra,Đam Mỹ,730,30,29
Đam Mỹ,Vương Gia Tiên Thảo Của Ngài Lại Chuồn Mất Rồi,Trì Linh,7.6,4863,Đang ra,"Cổ Đại, Trọng Sinh, Đam Mỹ, Xuyên Không",730,30,35
Đam Mỹ,Trọng Sinh Đứa Con Riêng Như Tôi Chỉ Muốn Làm Cá Mặn,Ran Yuri,8.0,1000,Đang ra,"Trọng Sinh, Truyện Teen, Đam Mỹ",30,30,24
Đam Mỹ,Trò Chơi Đối Kháng,Cáp Khiếm Huynh,7.0,13353,Đang ra,"Truyện Ngược, Hài Hước, Đam Mỹ",1095,30,185
Đam Mỹ,Trọng Sinh Tướng Quân Luôn Xem Mình Là Thế Thân,Y Y Dĩ Dực,7.8,24828,Đang ra,"Cổ Đại, Trọng Sinh, Đam Mỹ",730,30,172
Đam Mỹ,Xuyên Thư Sau Ta Muốn Phao Vai Ác Alpha,Giang Lâm Phong,7.3,10494,Đang ra,"Đam Mỹ, Xuyên Không, Truyện Sủng, Huyền huyễn",1095,30,36
Đam Mỹ,Bé Phượng Hoàng Được Cả Nhà Yêu Chiều,Lý Ôn Tửu,8.3,1563,Đang ra,"Đô Thị, Linh Dị, Đam Mỹ, Xuyên Không, Truyện Sủng",150,30,16
Đam Mỹ,Sau Khi Ký Hợp Đồng Hôn Nhân Với Trúc Mã,Trượng Mã,7.1,1000,Đang ra,"Truyện Sắc, Đô Thị, Đam Mỹ, Truyện Sủng",30,30,10
Đam Mỹ,Kẻ Săn Mồi Đỉnh Cấp,Thủy Thiên Thừa,7.0,12724,Đang ra,Đam Mỹ,730,30,59
Đam Mỹ,Bị Vạn Người Ghét Sau Khi Trùng Sinh Bạo Hồng Toàn Mạng,Dữu Tử Nãi Đường,8.4,1000,Đang ra,"Hài Hước, Đô Thị, Trọng Sinh, Đam Mỹ, Truyện Sủng",30,30,66
Đam Mỹ,Đi Trong Sương Mù,Thương Nghiên,7.5,7482,Đang ra,"Đô Thị, Đam Mỹ",330,30,146
Đam Mỹ,Phối Hợp,Phong Tử Mao,7.2,1838,Đang ra,"Đô Thị, Đam Mỹ",365,30,21
Đam Mỹ,Idol Quốc Dân Là Xã Hội Đen,Mai Ngọc Lan,7.8,1358,Đang ra,"Hài Hước, Trọng Sinh, Truyện Teen, Đam Mỹ",90,30,90
Đam Mỹ,Nam Thần Máy Móc,Lệ Cửu Ca,7.3,4221,Đang ra,"Cổ Đại, Đam Mỹ, Tiên Hiệp, Huyền huyễn",365,30,45
Đam Mỹ,Thiết Lập Tính Cách Là Tra Nam,Phụng Hiếu Nam Thần,7.1,1540,Đang ra,"Cổ Đại, Đô Thị, Đam Mỹ, Truyện Khác, Xuyên Không",240,30,19
Đam Mỹ,Sau Khi Ly Hôn Chúng Tôi Lại Kết Hôn,Punnie1310,8.0,3738,Đang ra,"Đô Thị, Truyện Teen, Đam Mỹ, Bách Hợp",180,30,50
Đam Mỹ,Cửa Hàng Thú Cưng Trong Mơ,Trường Phong Dẫn Lộ,7.2,1409,Đang ra,"Đô Thị, Linh Dị, Đam Mỹ, Huyền huyễn",365,30,61
Đam Mỹ,Sau Khi Cùng Xuyên Bị Đối Thủ Sống Còn Bám Dính,Thời Dĩ Vãn,7.0,2366,Đang ra,"Đô Thị, Đam Mỹ, Xuyên Không, Huyền huyễn",300,30,30
Đam Mỹ,Quan Sơn Nguyệt,Hoa Quyển,8.3,1000,Đang ra,"Cổ Đại, Truyện Sắc, Đam Mỹ",30,30,92
Đam Mỹ,Vô Củ,Trường Sinh Thiên Diệp,9.5,109973,Đang ra,"Cổ Đại, Trọng Sinh, Đam Mỹ, Xuyên Không",1460,30,310
Đam Mỹ,Xuyên Thành Bạn Trai Của Vạn Nhân Mê,Tây Oa,7.4,1768,Đang ra,"Đô Thị, Trọng Sinh, Đam Mỹ, Xuyên Không",365,30,86
Đam Mỹ,Sau Khi Ăn Trái Ngọt Tôi Bị Quỷ ăn,Tiểu Ngũ Ca Ca,8.1,1497,Đang ra,"Đô Thị, Linh Dị, Truyện Teen, Đam Mỹ, Truyện Sủng",210,30,41
Đam Mỹ,Tailhook,Larivegauche,8.2,4730,Đang ra,"Truyện Sắc, Đoản Văn, Đô Thị, Đam Mỹ",180,30,32
Đam Mỹ,Làm Người Qua Đường Ta Bị Công Hai Nhắm Trúng FULL,W Tòng Tinh,7.0,1000,Full,"Cổ Đại, Điền Văn, Đam Mỹ",30,30,61
Đam Mỹ,Quốc Sư Xuyên Thành Quý Công Tử Nhà Giàu,Tiểu Văn Đán,7.7,2786,Đang ra,"Dị Năng, Đô Thị, Đam Mỹ, Xuyên Không, Đông Phương",365,30,15
Đam Mỹ,Hương Trầm Hoan FULL,Tuyết Băng Đích Hỏa Sơn,7.8,1000,Full,"Cổ Đại, Đoản Văn, Đam Mỹ",30,30,19
Đam Mỹ,Tây Giang Dưới Ánh Trăng FULL,LittleSweetie,7.8,1000,Full,"Cổ Đại, Đam Mỹ, Truyện Sủng",30,30,43
Đam Mỹ,Ba Ngàn Dặm Lưu Đày,Mộ Quân Niên,7.3,3340,Đang ra,"Cổ Đại, Đam Mỹ, Xuyên Không",1095,30,28
Đam Mỹ,"Gặp Phải Ma Tu, Thần Đều Khóc", Nhất Chỉ Vô Kê,8.3,12792,Đang ra,"Trinh Thám, Linh Dị, Đam Mỹ, Xuyên Không, Huyền huyễn",1460,30,178
Đam Mỹ,Vạn Người Ghét Cậu Ta Nghĩ Thông Suốt Rồi,Thời Kim,7.0,43698,Đang ra,"Đô Thị, Đam Mỹ, Xuyên Không",365,30,88
Đam Mỹ,Dự Phòng,Thủ Ước,7.1,3454,Đang ra,Đam Mỹ,730,30,20
Đam Mỹ,Nghe Thấy Tiếng Lòng Của Ta Được Cả Nhà Đoàn Sủng,Công Tử Tầm Hoan,7.6,1000,Đang ra,"Cổ Đại, Đam Mỹ, Truyện Khác, Xuyên Không, Truyện Sủng, Huyền huyễn",30,30,5
Đam Mỹ,Bạo Quân - Dung Hằng,Dung Hằng,8.1,2381,Đang ra,"Cổ Đại, Truyện Sắc, Hài Hước, Đam Mỹ",120,30,45
Đam Mỹ,Thật Thiếu Gia Từ Cổ Đại Xuyên Trở Về Rồi,Bán Nguyệt Tinh,7.5,3474,Đang ra,"Đô Thị, Trọng Sinh, Đam Mỹ, Truyện Khác, Xuyên Không, Truyện Sủng",180,30,33
Đam Mỹ,Dã Tâm Không Tịnh,Trì Đại Tối Cường,7.7,2506,Đang ra,"Cổ Đại, Đam Mỹ",180,30,44
Đam Mỹ,Nhất Định Phải Tiêu Hết Tiền Của Nhân Vật Phản Diện Trước Khi Hắn Phá Sản,Tài Ảnh,7.8,15360,Đang ra,"Đam Mỹ, Xuyên Không, Truyện Sủng",1095,30,45
Đam Mỹ,Kiều Nam,Tam Tư,7.4,2002,Đang ra,"Điền Văn, Đam Mỹ, Truyện Sủng",90,30,59
Đam Mỹ,Sau Khi Gây Thù Với Chủ Thần,Phù Bạch Khúc,7.7,15010,Đang ra,"Cổ Đại, Đam Mỹ, Truyện Khác",1095,30,91
Đam Mỹ,Tàng Phong - Mộc Qua Hoàng,Mộc Qua Hoàng,7.1,1115,Đang ra,"Đô Thị, Đam Mỹ",210,30,11
Đam Mỹ,Pháo Hôi Ác Độc Không Muốn Sống Nữa,Quan Mộc,7.3,12122,Đang ra,"Cổ Đại, Đam Mỹ, Nữ Phụ, Xuyên Không",365,30,34
Đam Mỹ,Khế Ước Với Huyết Tộc Không Điển Hình,Thanh Tôn,8.1,2430,Đang ra,"Đô Thị, Đam Mỹ, Truyện Sủng, Phương Tây",180,30,80
Đam Mỹ,Ước Niệm Sơ Khai,Vĩnh Viễn Không Yêu,8.2,1291,Đang ra,"Đô Thị, Truyện Teen, Đam Mỹ",300,30,12
Đam Mỹ,Ở Trước Mặt Tình Địch A Biến O Sau Tôi Mang Thai,Vãn Thu Sơ Thập,7.3,5358,Full,"Đô Thị, Đam Mỹ",730,30,29
Đam Mỹ,Áp Trại Tú Tài,Hoa Vô Bách Nhật Hồng,7.6,1000,Đang ra,"Cổ Đại, Đam Mỹ",30,30,48
Đam Mỹ,Giả Yêu,Reyzii Lee,8.4,1000,Đang ra,"Hài Hước, Đô Thị, Truyện Teen, Đam Mỹ",30,30,28
Đam Mỹ,Hạ Cánh Nhanh Chóng,Nhị Hoàn Bắc Lộ,8.5,1000,Đang ra,"Đô Thị, Đam Mỹ, Truyện Sủng",30,30,32
Đam Mỹ,Vu Thanh - Hoa Quyển,Hoa Quyển,7.9,1000,Đang ra,"Cổ Đại, Truyện Sắc, Đam Mỹ, Truyện Sủng",30,30,61
Đam Mỹ,Đúng Thời Điểm,Quy Hồng Lạc Tuyết,7.1,6505,Đang ra,"Trọng Sinh, Đam Mỹ",730,30,77
Đam Mỹ,Tiểu Thúc Thúc Chú Nhỏ,Úc Hoa,7.8,2755,Đang ra,"Đô Thị, Đam Mỹ",330,30,42
Đam Mỹ,Bị Bắt “khoe Tình Cảm” Với Kẻ Thù Trên Show Thiếu Nhi FULL,Tuyệt Tình Tiểu Miêu Mễ,7.8,1000,Full,"Đô Thị, Đam Mỹ, Xuyên Không, Truyện Sủng",30,30,71
Đam Mỹ,Tìm Em Trong Mơ,Tr Kh Linh,7.5,1000,Đang ra,"Đô Thị, Truyện Teen, Đam Mỹ",30,30,26
Đam Mỹ,Trò Chơi Sinh Tồn Trong Truyện Ngược,Điêu Bảo Bảo,7.9,2662,Đang ra,"Đô Thị, Đam Mỹ, Truyện Khác, Xuyên Không",330,30,36
Đam Mỹ,Livestream Mỹ Thực Trên Toàn Tinh Tế Để Nuôi Bé Con,Thả Phất,7.2,1000,Đang ra,"Đam Mỹ, Truyện Khác",30,30,115
Đam Mỹ,Nông Phu Cùng Xà FULL,Dạ vũ thu đăng,7.4,1000,Full,"Cổ Đại, Đam Mỹ, Truyện Khác",30,30,49
Đam Mỹ,Sau Khi Điên Cuồng Quyến Rũ Sư Đệ Tôi Trở Thành Vạn Nhân Mê,Nhất Ngôn Cửu Đỉnh,7.5,1000,Đang ra,"Cổ Đại, Đam Mỹ, Xuyên Không, Huyền huyễn",30,30,85
Đam Mỹ,Ông Xã Nhà Giàu Luôn Tự Ăn Dấm Của Mình,A Tần A Tần,7.7,12237,Đang ra,"Đam Mỹ, Xuyên Không, Truyện Sủng",1095,30,95
Đam Mỹ,Tự Bạch FULL,Hoàn Nhan Thanh Tiêu,7.7,1000,Full,Đam Mỹ,30,30,90
Đam Mỹ,Xuyên Thành Vú Em FULL,Vô Quan Phong Nguyệt,7.9,1000,Full,"Cổ Đại, Hài Hước, Đam Mỹ, Truyện Khác, Xuyên Không",30,30,25
Đam Mỹ,Sau Khi Nhân Cách Phụ Phải Lòng Đối Thủ,Đạo Trưởng Đơn Phi,7.7,1000,Đang ra,Đam Mỹ,30,30,88
Đam Mỹ,Tra Công Cách Ta Xa Một Chút,Tiểu Ái Tương,7.7,11359,Đang ra,Đam Mỹ,1095,30,189
Đam Mỹ,Ta Làm Vai Phụ Của Vạn Nhân Mê,Quỳnh Quỳnh Bạch Thỏ,8.3,2307,Đang ra,"Đam Mỹ, Xuyên Không",120,30,87
Đam Mỹ,Vai Chính Lại Muốn Cướp Kịch Bản Của Tôi, Nhất Bôi Tửu Lương,8.7,67343,Đang ra,"Đam Mỹ, Xuyên Không",1460,30,153
Đam Mỹ,Trong Show Tống Nghệ Kinh Dị Debut Vị Trí Center,Nghịch Vũ Xayah,7.6,10807,Đang ra,"Linh Dị, Đam Mỹ, Huyền huyễn",730,30,93
Đam Mỹ,Thiêu Thân,Lãnh Sơn Tựu Mộc,7.9,4099,Đang ra,"Đô Thị, Đam Mỹ",180,30,69
Đam Mỹ,Sao Hôm Nam Tây Tạng,Cảnh Phong,8.2,1000,Full,"Đô Thị, Đam Mỹ, Truyện Sủng",30,30,60
Đam Mỹ,Sau Khi Trở Về Từ Trò Chơi Vô Hạn,Thời Kim,8.4,3489,Đang ra,"Dị Năng, Đô Thị, Đam Mỹ, Xuyên Không",300,30,40
Đam Mỹ,Thế Thân Đi Nuôi Heo,Vinh Tiểu Hiên,8.3,2580,Đang ra,"Cổ Đại, Điền Văn, Đam Mỹ, Truyện Khác, Xuyên Không, Huyền huyễn",300,30,36
Đam Mỹ,Chìm Trong Say Đắm FULL,Tịch Dương Khán Ngư,7.3,1000,Full,"Đam Mỹ, Truyện Sủng",30,30,103
Đam Mỹ,Mùa Hoa Nở,Cá Nócc,7.7,1594,Đang ra,"Truyện Ngược, Truyện Teen, Đam Mỹ",240,30,35
Đam Mỹ,Đóa Hồng Kiều Diễm Của Đại Lão Hào Môn,Hỉ Thủy Mộc,7.6,1516,Đang ra,"Đô Thị, Đam Mỹ",120,30,15
Đam Mỹ,Harry Potter Khi Giáo Sư Xuyên Thành Harry,Nguyệt Bán Thời,7.1,7054,Đang ra,"Hài Hước, Đô Thị, Trọng Sinh, Đam Mỹ, Phương Tây, Huyền huyễn",730,30,51
Đam Mỹ,Tớ Cũng Có Phải Là Vạn Người Ngại Đâu,Thỏ Tư,8.1,2360,Đang ra,"Đô Thị, Đam Mỹ, Truyện Khác, Xuyên Không, Truyện Sủng",180,30,26
Đam Mỹ,Ảnh Đại Diện Là Tôi Không Vừa Ý À,Tổng Thị Khai Hội Đích Tiểu Đao,7.4,7889,Đang ra,"Đô Thị, Đam Mỹ",365,30,55
Đam Mỹ,Nam Chủ Kịch Bản Này Không Đúng,Tiểu Thảo Mộc,7.4,1000,Đang ra,"Đam Mỹ, Truyện Khác, Tiên Hiệp, Huyền huyễn",90,30,54
Đam Mỹ,Xuyên Thành Hào Môn Pháo Hôi O,La Bặc Hoa Thỏ Tử,7.1,4489,Đang ra,"Đam Mỹ, Xuyên Không",365,30,89
Đam Mỹ,Tình Yêu Trước Mắt Nhưng Nhận Ra Muộn Màng,Mili,7.3,1000,Đang ra,"Truyện Ngược, Đam Mỹ, Truyện Sủng",60,30,34
Đam Mỹ,Chốn Đào Nguyên,Vu Triết,7.5,1705,Đang ra,"Đam Mỹ, Khoa Huyễn, Mạt Thế",300,30,35
Đam Mỹ,Tranh Hương,Lân Tiềm,7.6,2233,Đang ra,"Cổ Đại, Đam Mỹ",365,30,18
Đam Mỹ,Xuyên Thành Bạn Đời Của Nhân Vật Phản Diện Tàn Tật Độc Ác,Tọa Quan Sơn Hải,7.6,13836,Đang ra,"Đam Mỹ, Xuyên Không",730,30,83
Đam Mỹ,Chớp Mắt Nhặt Triệu Ánh Sao Rơi,Anh Lam Trà,7.7,1453,Đang ra,"Đô Thị, Truyện Teen, Đam Mỹ",330,30,13
Đam Mỹ,Nam Phụ Luôn Nhận Được Kịch Bản Si Tình,Chúc Lân,7.5,1873,Đang ra,"Đam Mỹ, Truyện Khác",150,30,37
Đam Mỹ,đam Mỹ Trói Buộc,Mị Như Nhi,7.5,1000,Đang ra,"Đoản Văn, Truyện Teen, Đam Mỹ",90,30,62
Đam Mỹ,Omega Hoa Hồng Duy Nhất Của Vũ Trụ,Giang Nam Bạch,7.7,14091,Đang ra,"Dị Giới, Đam Mỹ, Khoa Huyễn, Xuyên Không",365,30,83
Đam Mỹ,Phản Diện Giả Mạo Không Muốn Chết,Hoa Lưu Anh,7.6,1000,Đang ra,"Cổ Đại, Truyện Teen, Đam Mỹ, Xuyên Không",60,30,60
Đam Mỹ,Yêu Anh Là Chấp Niệm Của Em,Ngân Hà Maydie,7.1,1000,Đang ra,"Truyện Ngược, Hài Hước, Truyện Teen, Đam Mỹ, Truyện Sủng",60,30,38
Đam Mỹ,Xuyên Không Ba Ngàn Thế Giới Đều Yêu Anh,Thẩm Hạ,7.4,1000,Đang ra,"Truyện Teen, Đam Mỹ, Truyện Khác, Xuyên Không",30,30,34
Đam Mỹ,Truyền Kỳ Phu Nhân, Kim Nguyên Bảo,8.5,167398,Đang ra,"Đô Thị, Đam Mỹ",1460,30,374
Đam Mỹ,Tương Tư Thành Bệnh Không Thể Chữa,Mai Ngọc Lan,7.5,1000,Đang ra,"Truyện Ngược, Truyện Teen, Đam Mỹ",30,30,31
Đam Mỹ,Bạn Cùng Bàn Nói Tôi Giống Chó Của Cậu Ấy,Công Suất Tiêu Thụ,7.7,10493,Đang ra,"Đô Thị, Đam Mỹ, Việt Nam",365,30,139
